interaction_id,user_id,user_type,place_id,place_name,source,split,pref_quiet,pref_light,pref_low_crowd,pref_privacy,pref_outlet,pref_distance,pref_thermal_air,pref_control,pref_comfort,pref_deepwork,general_place_type,general_task_type,general_social_mode,general_stay_duration,general_time_slot,general_distraction_noise,general_distraction_crowd,general_distraction_visual,general_distraction_temperature,general_distraction_outlet,general_distraction_distance,general_priority_quiet,general_priority_outlet,general_priority_distance,general_priority_comfort,general_priority_privacy,place_type,task_type,group_size,stay_duration,time_slot,day_type,distance_minutes,weather,indoor_outdoor,visit_frequency,place_quiet,place_light,place_low_crowd,place_low_visual_distraction,place_control,place_comfort,place_outlet,place_task_fit,place_temperature_air,place_seat_availability,quiet_match,light_match,crowd_match,privacy_match,outlet_match,thermal_air_match,control_match,comfort_match,deepwork_task_match,distance_penalty,task_place_fit_match,time_match,satisfaction_score,noise_mean_db,noise_std_db,noise_max_db,noise_p90_db,noise_spike_count,quiet_ratio,light_mean_lux,light_std_lux,light_min_lux,light_max_lux,light_range_lux,too_dark_ratio,too_bright_ratio,vibration_mean,vibration_std,vibration_max,vibration_p95,vibration_spike_count,stillness_ratio,measurement_duration_sec,sample_count,valid_sample_ratio,phone_movement_ratio,noise_level_norm,light_deviation_norm,vibration_level_norm,pref_quiet_x_noise,pref_quiet_x_noise_p90,pref_light_x_light_deviation,pref_comfort_x_vibration,pref_comfort_x_vibration_spike,sensor_quality_score,sensor_environment_score,sensor_penalty_total,sensor_adjustment,satisfaction_score_sensor_v2
I0152,U016,quiet_deepwork,P054,cafe_18,synthetic,train,5,4,5,4,4,4,3,4,4,5,home,deep_study,mostly_solo,over_4h,early_morning,1,1,1,0,1,1,1,1,1,1,1,cafe,deep_study,2,2_4h,morning,weekday,7.5,clear,indoor,sometimes,3,5,2,3,2,3,3,3,4,3,15,20,10,12,12,12,8,12,5.0,3.8,15,0.5,62.2,39.55,5.64,60.68,47.81,2,0.806,461.1,268.4,283.7,850.1,566.5,0.128,0.078,0.1192,0.0971,0.3609,0.2847,12,0.01,1658,1398,0.843,0.291,1.168,1.171,4.716,5.838,7.115,4.682,18.866,20.0,81.75,52.73,10.63,-7.51,54.7
I0153,U016,quiet_deepwork,P055,home_01,synthetic,train,5,4,5,4,4,4,3,4,4,5,home,deep_study,mostly_solo,over_4h,early_morning,1,1,1,0,1,1,1,1,1,1,1,home,report_writing,solo,1_2h,evening,weekend,11.4,cloudy,indoor,first_time,4,3,5,4,4,5,5,4,4,5,20,12,25,16,20,12,16,20,4.3,5.7,20,0.0,76.6,30.0,3.5,38.2,32.0,0,0.98,770.0,144.5,601.8,1049.8,448.0,0.044,0.332,0.0291,0.0252,0.1102,0.0745,0,0.848,780,692,0.887,0.193,0.0,1.428,0.825,0.0,0.0,5.713,3.298,0.0,85.65,84.72,3.4,1.44,78.0
I0154,U016,quiet_deepwork,P035,study_room_17,synthetic,train,5,4,5,4,4,4,3,4,4,5,home,deep_study,mostly_solo,over_4h,early_morning,1,1,1,0,1,1,1,1,1,1,1,study_room,coding,solo,over_4h,evening,weekday,6.4,cold,indoor,sometimes,4,4,4,4,3,4,5,5,4,3,20,16,20,16,20,12,12,16,4.5,3.2,25,0.0,75.5,30.0,5.47,41.97,36.85,0,0.961,632.8,66.6,531.3,693.5,162.2,0.06,0.185,0.0379,0.0317,0.1452,0.1022,2,0.72,1680,1614,0.961,0.025,0.0,0.728,1.337,0.0,1.03,2.912,5.347,4.0,98.33,88.2,2.5,2.25,77.8
I0155,U016,quiet_deepwork,P031,study_room_13,synthetic,train,5,4,5,4,4,4,3,4,4,5,home,deep_study,mostly_solo,over_4h,early_morning,1,1,1,0,1,1,1,1,1,1,1,study_room,deep_study,solo,2_4h,early_morning,weekend,2.8,cold,indoor,sometimes,5,4,4,4,4,4,4,4,5,4,25,16,20,16,16,15,16,16,5.0,1.4,20,1.0,77.7,30.0,2.63,46.29,35.71,1,0.951,459.4,111.6,286.9,563.6,276.8,0.088,0.091,0.0347,0.017,0.0858,0.0627,2,0.73,1446,1376,0.952,0.05,0.0,0.82,0.606,0.0,0.393,3.282,2.425,4.0,96.38,89.64,2.22,2.11,79.8
I0156,U016,quiet_deepwork,P030,study_room_12,synthetic,train,5,4,5,4,4,4,3,4,4,5,home,deep_study,mostly_solo,over_4h,early_morning,1,1,1,0,1,1,1,1,1,1,1,study_room,report_writing,solo,2_4h,early_morning,weekend,10.3,clear,indoor,often,5,4,3,4,3,3,4,5,4,4,25,16,15,16,16,12,12,12,4.3,5.2,25,1.0,79.1,30.0,3.48,41.39,35.54,0,0.98,627.1,198.3,441.5,953.7,512.2,0.022,0.179,0.0605,0.0158,0.1672,0.107,3,0.382,1728,1637,0.947,0.048,0.0,0.911,1.425,0.0,0.301,3.643,5.702,6.0,96.67,85.66,3.04,0.86,80.0
I0157,U016,quiet_deepwork,P085,coworking_space_01,synthetic,train,5,4,5,4,4,4,3,4,4,5,home,deep_study,mostly_solo,over_4h,early_morning,1,1,1,0,1,1,1,1,1,1,1,coworking_space,coding,solo,under_1h,afternoon,weekday,3.6,clear,indoor,sometimes,3,5,2,3,4,3,4,5,4,3,15,20,10,12,16,12,16,12,4.5,1.8,25,0.0,75.8,38.65,4.83,54.07,44.49,3,0.833,550.0,55.7,513.4,610.3,96.9,0.034,0.103,0.0816,0.0417,0.1912,0.15,7,0.075,1572,1512,0.962,0.016,0.773,0.291,2.222,3.864,5.273,1.163,8.887,14.0,98.31,77.55,4.99,-2.6,73.2
I0158,U016,quiet_deepwork,P019,study_room_01,synthetic,train,5,4,5,4,4,4,3,4,4,5,home,deep_study,mostly_solo,over_4h,early_morning,1,1,1,0,1,1,1,1,1,1,1,study_room,deep_study,solo,2_4h,early_morning,weekday,10.9,clear,indoor,rarely,4,3,4,4,3,4,4,5,4,4,20,12,20,16,16,12,12,16,5.0,5.4,25,1.0,60.7,30.0,3.66,41.45,36.04,0,0.942,857.8,184.0,653.5,1201.7,548.2,0.0,0.469,0.0377,0.0361,0.1483,0.115,6,0.617,1088,1035,0.951,0.05,0.0,1.822,1.575,0.0,0.579,7.288,6.299,12.0,95.41,76.13,5.05,-1.55,59.1
I0159,U016,quiet_deepwork,P054,cafe_18,synthetic,train,5,4,5,4,4,4,3,4,4,5,home,deep_study,mostly_solo,over_4h,early_morning,1,1,1,0,1,1,1,1,1,1,1,cafe,coding,solo,over_4h,afternoon,weekday,10.3,cold,indoor,rarely,3,5,2,3,2,3,3,3,4,3,15,20,10,12,12,12,8,12,4.5,5.1,15,0.0,65.6,49.0,8.74,63.08,56.78,4,0.404,546.7,234.0,181.1,800.8,619.7,0.036,0.167,0.0944,0.0739,0.3073,0.2197,8,0.01,1499,1343,0.896,0.166,2.236,0.731,3.513,11.179,12.1,2.925,14.05,16.0,88.88,56.07,10.1,-9.12,56.5
I0160,U016,quiet_deepwork,P004,library_04,synthetic,train,5,4,5,4,4,4,3,4,4,5,home,deep_study,mostly_solo,over_4h,early_morning,1,1,1,0,1,1,1,1,1,1,1,library,report_writing,solo,over_4h,afternoon,weekend,6.1,clear,indoor,first_time,5,3,3,4,2,4,4,4,3,4,25,12,15,16,16,9,8,16,4.3,3.0,20,0.0,81.5,30.0,3.59,42.24,36.42,0,0.978,760.0,109.0,623.4,889.5,266.1,0.04,0.355,0.0706,0.0497,0.1812,0.1506,4,0.262,1129,1082,0.958,0.036,0.0,1.353,2.234,0.0,0.791,5.413,8.936,8.0,96.48,78.72,4.51,-0.27,81.2
I0161,U017,social_collaborative,P086,coworking_space_02,synthetic,test,1,4,2,3,3,3,4,3,5,3,coworking_space,coding,mostly_group,2_4h,evening,0,0,0,1,0,0,0,0,0,1,0,coworking_space,meeting,3_4,2_4h,afternoon,weekday,16.4,clear,indoor,often,3,4,4,4,5,3,4,5,4,4,3,16,8,12,12,16,15,15,0.6,6.1,15,0.5,68.2,42.41,4.11,53.33,48.3,1,0.721,731.8,126.0,521.5,935.1,413.6,0.019,0.264,0.0876,0.0565,0.2572,0.1547,5,0.067,797,729,0.915,0.133,1.226,1.171,2.31,1.226,1.478,4.684,11.549,12.5,89.59,70.71,5.92,-4.88,63.3
I0162,U017,social_collaborative,P033,study_room_15,synthetic,test,1,4,2,3,3,3,4,3,5,3,coworking_space,coding,mostly_group,2_4h,evening,0,0,0,1,0,0,0,0,0,1,0,study_room,online_class,solo,under_1h,afternoon,weekend,1.0,cold,indoor,sometimes,5,3,4,3,4,4,4,5,5,4,5,12,8,9,12,20,12,20,2.0,0.4,15,0.5,57.9,30.0,2.13,41.61,34.13,0,0.924,616.5,83.6,523.5,751.1,227.6,0.002,0.152,0.0258,0.0416,0.2406,0.1111,3,0.808,1311,1167,0.89,0.173,0.0,0.585,1.503,0.0,0.0,2.339,7.513,7.5,87.68,85.53,3.66,-3.4,54.5
I0163,U017,social_collaborative,P102,dorm_lounge_06,synthetic,test,1,4,2,3,3,3,4,3,5,3,coworking_space,coding,mostly_group,2_4h,evening,0,0,0,1,0,0,0,0,0,1,0,dorm_lounge,team_project,5_plus,2_4h,late_night,weekday,20.0,clear,indoor,often,3,3,3,3,3,3,4,4,4,4,3,12,6,9,12,16,9,15,0.8,7.5,12,0.5,54.8,50.73,6.41,61.98,57.69,4,0.308,571.5,200.9,357.9,775.1,417.3,0.008,0.146,0.094,0.0641,0.3488,0.2173,8,0.01,1335,1233,0.924,0.113,2.344,0.669,3.468,2.344,2.521,2.677,17.341,20.0,92.19,57.27,7.44,-3.15,51.6
I0164,U017,social_collaborative,P025,study_room_07,synthetic,test,1,4,2,3,3,3,4,3,5,3,coworking_space,coding,mostly_group,2_4h,evening,0,0,0,1,0,0,0,0,0,1,0,study_room,report_writing,solo,over_4h,afternoon,weekday,8.1,hot,indoor,rarely,4,4,3,4,4,4,4,4,4,3,4,16,6,12,12,16,12,20,2.6,3.0,12,0.5,64.7,30.0,5.35,39.53,35.5,0,0.98,729.9,145.5,577.1,851.5,274.3,0.025,0.297,0.0157,0.003,0.0538,0.005,0,0.944,1332,1174,0.882,0.198,0.0,1.253,0.0,0.0,0.056,5.012,0.0,0.0,86.44,89.33,2.4,1.22,65.9
I0165,U017,social_collaborative,P033,study_room_15,synthetic,test,1,4,2,3,3,3,4,3,5,3,coworking_space,coding,mostly_group,2_4h,evening,0,0,0,1,0,0,0,0,0,1,0,study_room,team_project,3_4,2_4h,evening,weekend,2.5,cloudy,indoor,sometimes,5,3,4,3,4,4,4,5,5,4,5,12,8,9,12,20,12,20,0.8,1.0,15,1.0,65.3,30.0,3.39,40.25,34.72,0,0.98,673.9,121.2,480.2,889.9,409.8,0.033,0.251,0.0219,0.0325,0.2107,0.0865,2,0.885,604,532,0.882,0.203,0.0,1.002,1.046,0.0,0.0,4.01,5.232,5.0,84.51,84.1,3.9,-2.96,62.3
I0166,U017,social_collaborative,P111,outdoor_03,synthetic,test,1,4,2,3,3,3,4,3,5,3,coworking_space,coding,mostly_group,2_4h,evening,0,0,0,1,0,0,0,0,0,1,0,outdoor,meeting,3_4,1_2h,evening,weekend,12.2,hot,outdoor,sometimes,3,5,3,4,2,2,1,2,2,3,3,20,6,12,3,8,6,10,0.6,4.6,6,1.0,53.6,59.98,4.19,72.8,62.76,4,0.131,638.7,275.6,337.2,1234.4,897.2,0.067,0.174,0.144,0.1175,0.4548,0.33,15,0.01,1306,1101,0.843,0.291,2.948,1.162,5.0,2.948,3.085,4.65,25.0,25.0,80.82,36.7,11.82,-12.32,41.3
I0167,U017,social_collaborative,P029,study_room_11,synthetic,test,1,4,2,3,3,3,4,3,5,3,coworking_space,coding,mostly_group,2_4h,evening,0,0,0,1,0,0,0,0,0,1,0,study_room,coding,solo,2_4h,late_night,weekday,12.2,cloudy,indoor,first_time,4,4,3,4,2,4,4,4,4,3,4,16,6,12,12,16,6,20,2.7,4.6,12,0.5,52.2,30.0,3.35,38.2,34.98,0,0.948,575.2,73.0,461.8,739.4,277.6,0.053,0.176,0.0509,0.003,0.076,0.0498,1,0.532,1060,927,0.874,0.208,0.0,0.53,0.368,0.0,0.0,2.12,1.838,2.5,84.84,90.9,2.26,1.22,53.4
I0168,U017,social_collaborative,P101,dorm_lounge_05,synthetic,test,1,4,2,3,3,3,4,3,5,3,coworking_space,coding,mostly_group,2_4h,evening,0,0,0,1,0,0,0,0,0,1,0,dorm_lounge,online_class,solo,2_4h,early_morning,weekday,8.8,cold,indoor,rarely,3,4,2,2,3,4,4,3,4,3,3,16,4,6,12,16,9,20,2.0,3.3,9,0.0,40.5,40.1,6.31,56.41,48.32,1,0.842,212.6,124.8,38.2,464.9,426.7,0.625,0.016,0.0982,0.0595,0.2294,0.1828,6,0.01,1307,1225,0.937,0.082,1.228,3.097,2.829,1.228,1.48,12.389,14.147,15.0,93.99,56.29,9.04,-7.29,33.2
I0169,U017,social_collaborative,P026,study_room_08,synthetic,test,1,4,2,3,3,3,4,3,5,3,coworking_space,coding,mostly_group,2_4h,evening,0,0,0,1,0,0,0,0,0,1,0,study_room,online_class,3_4,under_1h,morning,weekend,19.5,cloudy,indoor,often,4,5,4,4,5,4,4,5,4,3,4,20,8,12,12,16,15,20,2.0,7.3,15,0.0,63.4,30.0,3.7,37.83,33.53,0,0.98,586.1,60.3,528.0,656.3,128.3,0.0,0.169,0.0328,0.0216,0.1828,0.066,1,0.75,1477,1402,0.949,0.056,0.0,0.453,0.668,0.0,0.0,1.813,3.338,2.5,96.12,93.52,1.56,-1.53,61.9
I0170,U017,social_collaborative,P108,dorm_lounge_12,synthetic,test,1,4,2,3,3,3,4,3,5,3,coworking_space,coding,mostly_group,2_4h,evening,0,0,0,1,0,0,0,0,0,1,0,dorm_lounge,online_class,solo,1_2h,evening,weekend,7.8,clear,indoor,rarely,2,4,3,3,3,3,3,3,3,3,2,16,6,9,9,12,9,15,2.0,2.9,9,1.0,48.5,50.63,7.7,72.74,60.62,6,0.204,468.4,136.5,330.0,721.3,391.3,0.068,0.148,0.1005,0.0572,0.2524,0.1902,8,0.01,1404,1303,0.928,0.098,2.692,0.869,2.966,2.692,2.846,3.476,14.829,20.0,93.02,53.86,7.41,-6.57,41.9
I0171,U018,comfort_oriented,P065,classroom_03,synthetic,test,4,4,3,3,4,5,4,5,4,3,home,deep_study,mixed,2_4h,morning,1,0,0,1,1,1,1,1,1,1,0,classroom,report_writing,solo,2_4h,afternoon,weekday,6.7,clear,indoor,often,4,4,3,3,3,3,4,4,3,3,16,16,9,9,16,12,15,12,2.6,4.2,12,0.5,55.0,30.0,3.34,39.24,32.23,0,0.98,362.1,130.2,141.1,543.7,402.6,0.191,0.043,0.0802,0.058,0.334,0.1843,7,0.083,1223,1156,0.946,0.06,0.0,1.43,2.857,0.0,0.0,5.719,11.428,14.0,95.03,72.83,5.77,-5.23,49.8
I0172,U018,comfort_oriented,P043,cafe_07,synthetic,test,4,4,3,3,4,5,4,5,4,3,home,deep_study,mixed,2_4h,morning,1,0,0,1,1,1,1,1,1,1,0,cafe,light_reading,solo,2_4h,evening,weekday,2.8,clear,indoor,often,2,5,3,3,2,4,3,4,3,3,8,20,9,9,12,12,10,16,1.4,1.7,12,0.0,58.9,49.74,6.7,66.99,59.32,5,0.27,591.0,218.1,298.2,765.7,467.5,0.056,0.157,0.1104,0.0792,0.2987,0.2232,8,0.01,1032,984,0.954,0.047,2.538,0.856,3.577,10.152,10.809,3.426,14.308,16.0,95.61,53.49,9.7,-8.07,50.8
I0173,U018,comfort_oriented,P040,cafe_04,synthetic,test,4,4,3,3,4,5,4,5,4,3,home,deep_study,mixed,2_4h,morning,1,0,0,1,1,1,1,1,1,1,0,cafe,light_reading,solo,1_2h,afternoon,weekday,6.6,cloudy,indoor,rarely,3,4,2,3,3,4,3,4,4,3,12,16,6,9,12,16,15,16,1.4,4.2,12,0.5,58.8,47.84,7.98,66.02,56.64,5,0.41,699.3,280.7,362.8,1263.2,900.4,0.08,0.226,0.1046,0.0693,0.2329,0.2076,9,0.01,1554,1412,0.909,0.139,2.219,1.437,3.288,8.877,9.619,5.747,13.154,18.0,90.74,51.58,10.15,-8.88,49.9
I0174,U018,comfort_oriented,P027,study_room_09,synthetic,test,4,4,3,3,4,5,4,5,4,3,home,deep_study,mixed,2_4h,morning,1,0,0,1,1,1,1,1,1,1,0,study_room,coding,solo,over_4h,evening,weekday,7.1,clear,indoor,sometimes,5,3,3,4,4,3,3,4,3,3,20,12,9,12,12,12,20,12,2.7,4.4,12,0.0,66.1,30.0,4.12,41.82,33.32,1,0.955,644.9,145.3,491.1,911.1,420.0,0.0,0.235,0.0613,0.0449,0.2305,0.1349,4,0.309,927,866,0.935,0.084,0.0,0.894,1.942,0.0,0.0,3.576,7.768,8.0,92.77,82.1,3.79,-0.14,66.0
I0175,U018,comfort_oriented,P064,classroom_02,synthetic,test,4,4,3,3,4,5,4,5,4,3,home,deep_study,mixed,2_4h,morning,1,0,0,1,1,1,1,1,1,1,0,classroom,light_reading,solo,1_2h,morning,weekday,7.9,cloudy,indoor,often,4,4,3,3,3,3,3,4,3,3,16,16,9,9,12,12,15,12,1.4,4.9,12,1.0,62.0,30.63,3.03,39.44,35.79,2,0.965,608.6,71.0,525.3,705.0,179.6,0.0,0.144,0.0795,0.0367,0.1871,0.1406,5,0.205,1134,947,0.835,0.297,0.0,0.52,2.049,0.0,0.35,2.08,8.195,10.0,79.5,76.72,5.29,-1.46,60.5
I0176,U018,comfort_oriented,P078,computer_lab_04,synthetic,test,4,4,3,3,4,5,4,5,4,3,home,deep_study,mixed,2_4h,morning,1,0,0,1,1,1,1,1,1,1,0,computer_lab,coding,solo,2_4h,morning,weekday,5.3,clear,indoor,often,4,4,4,4,3,3,5,5,4,3,16,16,12,12,20,16,15,12,2.7,3.3,15,1.0,63.1,30.0,4.27,47.2,34.34,1,0.881,647.8,174.1,438.3,1006.9,568.6,0.0,0.211,0.0879,0.068,0.2344,0.2097,9,0.01,1369,1244,0.909,0.143,0.0,0.932,3.327,0.0,0.0,3.728,13.31,18.0,90.22,70.75,6.27,-5.2,57.9
I0177,U018,comfort_oriented,P021,study_room_03,synthetic,test,4,4,3,3,4,5,4,5,4,3,home,deep_study,mixed,2_4h,morning,1,0,0,1,1,1,1,1,1,1,0,study_room,coding,solo,over_4h,morning,weekday,13.5,hot,indoor,sometimes,5,4,4,4,3,4,4,5,4,2,20,16,12,12,16,16,15,16,2.7,8.4,15,1.0,58.8,30.0,3.35,38.89,35.64,0,0.936,667.1,131.2,511.4,940.9,429.5,0.013,0.162,0.0414,0.0207,0.1569,0.0575,1,0.695,1392,1215,0.873,0.219,0.0,0.865,0.509,0.0,0.282,3.461,2.035,2.0,85.31,88.4,2.64,0.39,59.2
I0178,U018,comfort_oriented,P043,cafe_07,synthetic,test,4,4,3,3,4,5,4,5,4,3,home,deep_study,mixed,2_4h,morning,1,0,0,1,1,1,1,1,1,1,0,cafe,online_class,solo,1_2h,afternoon,weekend,3.1,hot,indoor,first_time,2,5,3,3,2,4,3,3,3,3,8,20,9,9,12,12,10,16,2.0,2.0,9,0.5,40.9,57.12,5.22,72.45,62.98,6,0.069,582.0,281.0,185.0,866.2,681.2,0.082,0.133,0.0956,0.0813,0.305,0.2374,8,0.01,1240,1111,0.896,0.176,2.974,0.962,3.84,11.895,12.436,3.848,15.361,16.0,88.0,46.06,11.35,-8.84,32.1
I0179,U018,comfort_oriented,P094,coworking_space_10,synthetic,test,4,4,3,3,4,5,4,5,4,3,home,deep_study,mixed,2_4h,morning,1,0,0,1,1,1,1,1,1,1,0,coworking_space,deep_study,solo,over_4h,late_night,weekday,8.5,clear,indoor,sometimes,3,5,3,4,3,4,3,3,4,4,12,20,9,12,12,16,15,16,3.0,5.3,9,0.0,63.6,39.19,3.54,44.66,41.35,0,0.842,665.7,79.5,578.1,829.4,251.3,0.0,0.161,0.0481,0.0223,0.1596,0.0836,3,0.528,916,889,0.97,0.0,0.399,0.737,0.992,1.595,2.822,2.949,3.97,6.0,97.79,86.9,2.76,0.45,64.0
I0180,U018,comfort_oriented,P068,classroom_06,synthetic,test,4,4,3,3,4,5,4,5,4,3,home,deep_study,mixed,2_4h,morning,1,0,0,1,1,1,1,1,1,1,0,classroom,report_writing,solo,2_4h,afternoon,weekend,19.1,clear,indoor,sometimes,3,4,3,3,2,3,3,4,2,4,12,16,9,9,12,8,10,12,2.6,11.9,12,0.5,55.1,36.53,6.01,52.54,44.67,2,0.88,655.0,111.3,471.6,769.1,297.5,0.0,0.26,0.0399,0.0223,0.1566,0.0706,1,0.578,648,603,0.93,0.097,0.794,0.888,0.751,3.178,4.299,3.551,3.004,2.0,91.41,85.66,3.01,0.59,55.7
I0181,U019,quiet_deepwork,P089,coworking_space_05,synthetic,train,5,4,5,4,5,3,4,5,4,5,computer_lab,light_reading,mostly_solo,1_2h,morning,1,1,1,1,1,0,1,1,0,1,1,coworking_space,coding,solo,1_2h,morning,weekend,22.5,clear,indoor,often,3,5,4,3,4,4,5,3,4,3,15,20,20,12,25,16,20,16,4.5,8.4,15,1.0,67.4,39.91,4.14,55.84,47.32,1,0.751,456.3,128.5,298.3,601.1,302.9,0.089,0.1,0.0733,0.023,0.1419,0.1067,3,0.26,665,648,0.975,0.0,1.109,0.88,1.419,5.545,6.842,3.519,5.678,6.0,97.66,79.95,4.49,-1.61,65.8
I0182,U019,quiet_deepwork,P031,study_room_13,synthetic,train,5,4,5,4,5,3,4,5,4,5,computer_lab,light_reading,mostly_solo,1_2h,morning,1,1,1,1,1,0,1,1,0,1,1,study_room,coding,solo,2_4h,evening,weekday,2.9,clear,indoor,sometimes,5,4,4,4,4,4,4,4,5,4,25,16,20,16,20,20,20,16,4.5,1.1,20,0.0,80.2,30.0,2.23,40.64,32.0,0,0.963,517.6,120.2,341.7,706.4,364.6,0.057,0.098,0.0503,0.0357,0.251,0.1015,4,0.534,978,917,0.937,0.08,0.0,0.562,1.325,0.0,0.0,2.246,5.298,8.0,93.23,87.3,2.7,-0.22,80.0
I0183,U019,quiet_deepwork,P011,library_11,synthetic,train,5,4,5,4,5,3,4,5,4,5,computer_lab,light_reading,mostly_solo,1_2h,morning,1,1,1,1,1,0,1,1,0,1,1,library,deep_study,2,2_4h,evening,weekday,9.9,cloudy,indoor,rarely,5,4,4,4,2,4,4,4,4,3,25,16,20,16,20,16,10,16,5.0,3.7,20,0.0,74.2,30.0,3.25,40.32,32.9,0,0.98,385.2,17.5,360.5,414.8,54.3,0.173,0.039,0.0512,0.0152,0.1527,0.0676,1,0.546,815,758,0.931,0.098,0.0,1.048,0.697,0.0,0.0,4.194,2.786,2.0,91.84,89.47,2.22,0.82,75.0
I0184,U019,quiet_deepwork,P004,library_04,synthetic,train,5,4,5,4,5,3,4,5,4,5,computer_lab,light_reading,mostly_solo,1_2h,morning,1,1,1,1,1,0,1,1,0,1,1,library,deep_study,solo,1_2h,early_morning,weekend,5.6,cloudy,indoor,often,5,3,3,4,2,4,4,5,3,4,25,12,15,16,20,12,10,16,5.0,2.1,25,0.5,83.0,30.0,4.6,40.82,37.38,3,0.866,544.4,143.6,411.0,777.6,366.6,0.081,0.11,0.0407,0.0128,0.1466,0.0523,2,0.669,1798,1643,0.914,0.135,0.0,0.557,0.412,0.0,1.325,2.227,1.649,4.0,91.94,90.64,2.07,1.34,84.3
I0185,U019,quiet_deepwork,P026,study_room_08,synthetic,train,5,4,5,4,5,3,4,5,4,5,computer_lab,light_reading,mostly_solo,1_2h,morning,1,1,1,1,1,0,1,1,0,1,1,study_room,report_writing,solo,over_4h,evening,weekday,21.8,clear,indoor,often,4,5,4,4,5,4,4,4,4,3,20,20,20,16,20,16,25,16,4.3,8.2,20,0.0,80.8,30.0,4.03,44.13,34.51,1,0.954,578.7,104.8,467.6,776.9,309.3,0.025,0.1,0.0174,0.003,0.0825,0.0061,0,0.91,915,863,0.943,0.067,0.0,0.472,0.0,0.0,0.0,1.889,0.0,0.0,93.85,96.22,0.82,3.75,84.6
I0186,U019,quiet_deepwork,P001,library_01,synthetic,train,5,4,5,4,5,3,4,5,4,5,computer_lab,light_reading,mostly_solo,1_2h,morning,1,1,1,1,1,0,1,1,0,1,1,library,online_class,solo,2_4h,morning,weekday,12.3,clear,indoor,often,5,4,4,5,2,3,4,3,4,4,25,16,20,20,20,16,10,12,3.3,4.6,9,1.0,85.6,30.0,4.48,40.53,35.63,0,0.98,617.2,143.8,442.3,901.8,459.6,0.101,0.222,0.0395,0.021,0.1665,0.0835,4,0.647,1577,1448,0.918,0.126,0.0,0.94,0.99,0.0,0.349,3.76,3.96,8.0,91.97,86.09,2.95,0.38,86.0
I0187,U019,quiet_deepwork,P042,cafe_06,synthetic,train,5,4,5,4,5,3,4,5,4,5,computer_lab,light_reading,mostly_solo,1_2h,morning,1,1,1,1,1,0,1,1,0,1,1,cafe,report_writing,2,1_2h,morning,weekend,9.2,clear,indoor,sometimes,3,4,2,3,2,4,3,4,4,3,15,16,10,12,15,16,10,16,4.3,3.5,20,1.0,53.2,45.8,7.2,66.78,56.72,4,0.564,694.1,383.9,278.1,1512.7,1234.6,0.025,0.298,0.0847,0.0686,0.3298,0.1979,7,0.12,1124,1019,0.906,0.149,2.229,1.631,3.11,11.143,12.066,6.524,12.439,14.0,89.27,52.99,10.72,-8.64,44.6
I0188,U019,quiet_deepwork,P078,computer_lab_04,synthetic,train,5,4,5,4,5,3,4,5,4,5,computer_lab,light_reading,mostly_solo,1_2h,morning,1,1,1,1,1,0,1,1,0,1,1,computer_lab,report_writing,solo,over_4h,morning,weekday,11.4,cloudy,indoor,sometimes,4,4,4,4,3,3,5,4,4,3,20,16,20,16,25,16,15,12,4.3,4.3,20,1.0,72.7,30.0,2.94,46.85,34.16,2,0.975,404.5,157.7,264.7,674.3,409.6,0.142,0.044,0.0731,0.0485,0.2142,0.1561,6,0.247,738,705,0.956,0.042,0.0,1.191,2.334,0.0,0.0,4.764,9.337,12.0,95.15,75.95,5.16,-2.59,70.1
I0189,U019,quiet_deepwork,P047,cafe_11,synthetic,train,5,4,5,4,5,3,4,5,4,5,computer_lab,light_reading,mostly_solo,1_2h,morning,1,1,1,1,1,0,1,1,0,1,1,cafe,team_project,3_4,2_4h,evening,weekday,10.4,cloudy,indoor,sometimes,3,4,3,3,2,4,3,5,4,3,15,16,15,12,15,16,10,16,1.3,3.9,15,0.0,68.4,45.82,6.4,64.39,54.03,4,0.584,495.7,285.8,133.1,942.1,809.0,0.112,0.075,0.1156,0.093,0.308,0.2498,9,0.01,1413,1327,0.939,0.077,1.909,1.033,4.071,9.543,10.573,4.133,16.285,18.0,94.56,54.83,10.17,-9.08,59.3
I0190,U019,quiet_deepwork,P021,study_room_03,synthetic,train,5,4,5,4,5,3,4,5,4,5,computer_lab,light_reading,mostly_solo,1_2h,morning,1,1,1,1,1,0,1,1,0,1,1,study_room,online_class,solo,1_2h,early_morning,weekday,17.9,clear,indoor,sometimes,5,4,4,4,3,4,4,3,4,2,25,16,20,16,20,16,15,16,3.3,6.7,9,0.5,68.7,30.0,3.41,41.5,35.01,0,0.9,583.3,208.2,329.0,965.9,636.9,0.021,0.148,0.0326,0.0229,0.1178,0.0557,2,0.759,1722,1608,0.934,0.089,0.0,0.746,0.476,0.0,0.004,2.986,1.904,4.0,94.58,91.32,1.83,2.05,70.8
